foodId,Nama,Tipe,Tipe 1,Tipe 2
1193,Puding Sutra,puding-jeli,puding,jeli
1194,Puding Casablanca Pandan Coklat,puding-jeli,puding,jeli
1195,Puding Karamel (Caramel Custard Pudding),puding-jeli,puding,jeli
1196,Puding Regal Kopi,puding-jeli,puding,jeli
1197,Puding Labu,puding-jeli,puding,jeli
1198,Puding Telor Ceplok,puding-jeli,puding,jeli
1199,Puding Susu,puding-jeli,puding,jeli
1200,Es Lilin Nutrijel Pelangi,puding-jeli,puding,jeli
1201,Vla Puding Buah,puding-jeli,puding,jeli
1202,Pudot (Puding Sedot),puding-jeli,puding,jeli
1203,Puding Mangga,puding-jeli,puding,jeli
1204,Puding Santan (Gula Merah),puding-jeli,puding,jeli
1205,Rempeyek Teri,keripik-kerupuk,keripik,kerupuk
1206,Keripik Bayam,keripik-kerupuk,keripik,kerupuk
1207,Keripik Singkong,keripik-kerupuk,keripik,kerupuk
1208,Rengginang,keripik-kerupuk,keripik,kerupuk
1209,Kerupuk Udang,keripik-kerupuk,keripik,kerupuk
1210,Kentang Mustofa,keripik-kerupuk,keripik,kerupuk
1211,Kerupuk Nasi,keripik-kerupuk,keripik,kerupuk
1212,Keripik Singkong Balado,keripik-kerupuk,keripik,kerupuk
1213,Coffee Jelly,buah-minuman,buah,minuman
1214,Es Kopi Susu,buah-minuman,buah,minuman
1215,King Mango Thai,buah-minuman,buah,minuman
1216,Sale Pisang,buah-minuman,buah,minuman
1217,Dalgona Coffee,buah-minuman,buah,minuman
1218,Es Krim Strawberry,buah-minuman,buah,minuman
1219,Dalgona Milo,buah-minuman,buah,minuman
1220,MPASI 6 Bulan (Bubur Kabocha),buah-minuman,buah,minuman
1221,Teh Susu Telur (Talua) Khas Medan,buah-minuman,buah,minuman
1222,Es Alpukat,buah-minuman,buah,minuman
1223,Jus Buah Naga Stroberi,buah-minuman,buah,minuman
1224,Cappucino Cincau,buah-minuman,buah,minuman
1225,Mango Sago,buah-minuman,buah,minuman
1226,Rujak Mangga Muda,buah-minuman,buah,minuman
1227,Kolak Durian,buah-minuman,buah,minuman
1228,Es Doger,buah-minuman,buah,minuman
1229,Jus Alpukat,buah-minuman,buah,minuman
1230,Es Boba Brown Sugar,buah-minuman,buah,minuman
1231,Teh Tarik,buah-minuman,buah,minuman
1232,Setup Pisang,buah-minuman,buah,minuman
1233,Beras Kencur,buah-minuman,buah,minuman
1234,Kunyit Asam,buah-minuman,buah,minuman
1235,Susu Kedelai,buah-minuman,buah,minuman
1236,Es Gempol Pleret,buah-minuman,buah,minuman
1237,Kolak Labu,buah-minuman,buah,minuman
1238,Es Lidah Buaya,buah-minuman,buah,minuman
1239,Selai Nanas,buah-minuman,buah,minuman
1240,Rujak Serut,buah-minuman,buah,minuman
1241,Overnight Oat,buah-minuman,buah,minuman
1242,Es Rumput Laut,buah-minuman,buah,minuman
1243,Es Teler,buah-minuman,buah,minuman
1244,Thai Tea,buah-minuman,buah,minuman
1245,Jus Mangga,buah-minuman,buah,minuman
1246,Nanas Goreng,buah-minuman,buah,minuman
1247,Es Krim Coklat Homemade,buah-minuman,buah,minuman
1248,Sorbet Buah,buah-minuman,buah,minuman
1249,Es Timun Suri,buah-minuman,buah,minuman
1250,Es Manado,buah-minuman,buah,minuman
1251,Wedang Ronde,buah-minuman,buah,minuman
1252,Manisan Kolang Kaling,buah-minuman,buah,minuman
1253,Es Kopyor,buah-minuman,buah,minuman
1254,Manisan Mangga,buah-minuman,buah,minuman
1255,Mango Sticky Rice,buah-minuman,buah,minuman
1256,Sarabba,buah-minuman,buah,minuman
1257,Es Cendol Dawet,buah-minuman,buah,minuman
1258,Rujak Buah,buah-minuman,buah,minuman
1259,Lotek,buah-minuman,buah,minuman
1260,Es Selendang Mayang,buah-minuman,buah,minuman
1261,Es Kacang Merah,buah-minuman,buah,minuman
1262,Es Sarang Burung,buah-minuman,buah,minuman
1263,Es Kepal Milo,buah-minuman,buah,minuman
1264,Es Oyen,buah-minuman,buah,minuman
1265,Guacamole,buah-minuman,buah,minuman
1266,Es Timun Serut,buah-minuman,buah,minuman
1267,Es Buah,buah-minuman,buah,minuman
1268,Es Kelapa Muda,buah-minuman,buah,minuman
1269,Es Cincau,buah-minuman,buah,minuman
1270,Asinan Rambutan,buah-minuman,buah,minuman
1271,Asinan Buah,buah-minuman,buah,minuman
1272,Sop Buah,buah-minuman,buah,minuman
1273,Bandrek,buah-minuman,buah,minuman
