foodId,Nama,Tipe,Tipe 1,Tipe 2
699,Nasi Goreng Kambing,nasi-mie-pasta,nasi,mie-pasta
700,Nasi Goreng Kampung,nasi-mie-pasta,nasi,mie-pasta
701,Nasi Goreng Oriental,nasi-mie-pasta,nasi,mie-pasta
702,Nasi Goreng Aceh,nasi-mie-pasta,nasi,mie-pasta
703,Spaghetti Carbonara,nasi-mie-pasta,nasi,mie-pasta
704,Soun Goreng,nasi-mie-pasta,nasi,mie-pasta
705,Bihun Kuah,nasi-mie-pasta,nasi,mie-pasta
706,Bubur Ayam,nasi-mie-pasta,nasi,mie-pasta
707,Mie Yamin Bandung,nasi-mie-pasta,nasi,mie-pasta
708,Nasi Tutug Oncom,nasi-mie-pasta,nasi,mie-pasta
709,Bihun Goreng Isi Special,nasi-mie-pasta,nasi,mie-pasta
710,Nasi Goreng Kikil Cabe Hijau,nasi-mie-pasta,nasi,mie-pasta
711,Nasi Goreng Terasi (Belacan),nasi-mie-pasta,nasi,mie-pasta
712,Spaghetti Bolognese Meatballs (Bola-bola Daging),nasi-mie-pasta,nasi,mie-pasta
713,Nasi Goreng Teri,nasi-mie-pasta,nasi,mie-pasta
714,Mie Goreng Jawa,nasi-mie-pasta,nasi,mie-pasta
715,Kentang Goreng (French Fries & Potato Wedges),nasi-mie-pasta,nasi,mie-pasta
716,Fettucini Carbonara,nasi-mie-pasta,nasi,mie-pasta
717,Rice Ball Minion,nasi-mie-pasta,nasi,mie-pasta
718,Nasi Krawu,nasi-mie-pasta,nasi,mie-pasta
719,Mie Kocok Bandung,nasi-mie-pasta,nasi,mie-pasta
720,Macaroni Schotel,nasi-mie-pasta,nasi,mie-pasta
721,Kwetiau Kuah,nasi-mie-pasta,nasi,mie-pasta
722,Nasi Bakar Ayam Suwir,nasi-mie-pasta,nasi,mie-pasta
723,Nasi Liwet Sunda Teri,nasi-mie-pasta,nasi,mie-pasta
724,Mie Godog Jawa (Mie Rebus Jawa),nasi-mie-pasta,nasi,mie-pasta
725,Nasi Uduk Betawi Komplit,nasi-mie-pasta,nasi,mie-pasta
726,Nasi Timbel Komplit,nasi-mie-pasta,nasi,mie-pasta
727,Nasi Goreng Pete,nasi-mie-pasta,nasi,mie-pasta
728,Nasi Goreng Kuning Kunyit,nasi-mie-pasta,nasi,mie-pasta
729,Japchae,nasi-mie-pasta,nasi,mie-pasta
730,Nasi Kebuli Kambing,nasi-mie-pasta,nasi,mie-pasta
731,Nasi Tim Ayam,nasi-mie-pasta,nasi,mie-pasta
732,Mie Sayur Hijau Bayam,nasi-mie-pasta,nasi,mie-pasta
733,Mie Goreng Aceh,nasi-mie-pasta,nasi,mie-pasta
734,Spaghetti Aglio Olio,nasi-mie-pasta,nasi,mie-pasta
735,Nasi Goreng Padang,nasi-mie-pasta,nasi,mie-pasta
736,Nasi Goreng Jawa,nasi-mie-pasta,nasi,mie-pasta
737,Makaroni Keju Kukus,nasi-mie-pasta,nasi,mie-pasta
738,Lasagna Panggang,nasi-mie-pasta,nasi,mie-pasta
739,Makaroni Goreng,nasi-mie-pasta,nasi,mie-pasta
740,Nasi Kuning Komplit,nasi-mie-pasta,nasi,mie-pasta
741,Tinutuan,nasi-mie-pasta,nasi,mie-pasta
742,Donat Mie,nasi-mie-pasta,nasi,mie-pasta
743,Nasi Lemak Lengkap,nasi-mie-pasta,nasi,mie-pasta
744,Bakso Mercon,sop-soto-bakso,sop,soto-bakso
745,Sup Merah,sop-soto-bakso,sop,soto-bakso
746,Sup Matahari,sop-soto-bakso,sop,soto-bakso
747,Soto Sokaraja,sop-soto-bakso,sop,soto-bakso
748,Bakso Aci Tulang Rangu,sop-soto-bakso,sop,soto-bakso
749,Sup Ikan Gabus,sop-soto-bakso,sop,soto-bakso
750,Sundubu Jjigae,sop-soto-bakso,sop,soto-bakso
751,Soto Pacitan,sop-soto-bakso,sop,soto-bakso
752,Sop Ayam Suwir,sop-soto-bakso,sop,soto-bakso
753,Soto Kuah,sop-soto-bakso,sop,soto-bakso
754,Soto Daging Sapi Madura,sop-soto-bakso,sop,soto-bakso
755,Miso Soup,sop-soto-bakso,sop,soto-bakso
756,Tom Yam Ayam,sop-soto-bakso,sop,soto-bakso
757,Soto Sulung,sop-soto-bakso,sop,soto-bakso
758,Bakso Sapi (Pentol Daging Asli),sop-soto-bakso,sop,soto-bakso
759,Bakso Bakar Sapi,sop-soto-bakso,sop,soto-bakso
760,Bakso Bakar Pedas Manis,sop-soto-bakso,sop,soto-bakso
761,Bakso Solo,sop-soto-bakso,sop,soto-bakso
762,Soto Babat,sop-soto-bakso,sop,soto-bakso
763,Cream Soup Ayam,sop-soto-bakso,sop,soto-bakso
764,Sup Makaroni,sop-soto-bakso,sop,soto-bakso
765,Soto Tangkar,sop-soto-bakso,sop,soto-bakso
766,Bakso Malang,sop-soto-bakso,sop,soto-bakso
767,Shabu Shabu,sop-soto-bakso,sop,soto-bakso
768,Soto Ambengan,sop-soto-bakso,sop,soto-bakso
769,Bakso Lo Hoa,sop-soto-bakso,sop,soto-bakso
770,Sop Ikan Nila Batam,sop-soto-bakso,sop,soto-bakso
771,Sup Jagung Kepiting,sop-soto-bakso,sop,soto-bakso
772,Bakso Urat,sop-soto-bakso,sop,soto-bakso
773,Soto Ayam Bening,sop-soto-bakso,sop,soto-bakso
774,Soto Ceker,sop-soto-bakso,sop,soto-bakso
775,Tauto Pekalongan,sop-soto-bakso,sop,soto-bakso
776,Sayur Sop Ayam,sop-soto-bakso,sop,soto-bakso
777,Soto Kuning Bogor,sop-soto-bakso,sop,soto-bakso
778,Soto Betawi,sop-soto-bakso,sop,soto-bakso
779,Sop Konro,sop-soto-bakso,sop,soto-bakso
780,Coto Makassar,sop-soto-bakso,sop,soto-bakso
781,Tekwan,sop-soto-bakso,sop,soto-bakso
782,Soto Banjar,sop-soto-bakso,sop,soto-bakso
783,Sop Buntut,sop-soto-bakso,sop,soto-bakso
784,Sup Kacang Merah Daging Sapi,sop-soto-bakso,sop,soto-bakso
785,Sop Iga Sapi,sop-soto-bakso,sop,soto-bakso
786,Soto Ayam Santan Medan,sop-soto-bakso,sop,soto-bakso
787,Sup Ikan Gurame,sop-soto-bakso,sop,soto-bakso
788,Sop Bakso,sop-soto-bakso,sop,soto-bakso
789,Soto Padang,sop-soto-bakso,sop,soto-bakso
790,Soto Kudus,sop-soto-bakso,sop,soto-bakso
791,Sup Ikan Kakap,sop-soto-bakso,sop,soto-bakso
792,Soto Mie Bogor,sop-soto-bakso,sop,soto-bakso
793,Sop Manten,sop-soto-bakso,sop,soto-bakso
794,Bubur (Jenang) Jagung,sop-soto-bakso,sop,soto-bakso
795,Sop Ayam Kampung,sop-soto-bakso,sop,soto-bakso
796,Bakso Goreng (Basreng),sop-soto-bakso,sop,soto-bakso
797,Sop Sayur,sop-soto-bakso,sop,soto-bakso
798,Tom Yam Seafood Udang Ikan,sop-soto-bakso,sop,soto-bakso
799,Seblak Basah Bandung,sop-soto-bakso,sop,soto-bakso
800,Soto Ayam Kuning Lamongan,sop-soto-bakso,sop,soto-bakso
801,Sop Kimlo,sop-soto-bakso,sop,soto-bakso
802,Sup Asparagus Krim Ayam,sop-soto-bakso,sop,soto-bakso
803,Bakso Cuanki Udang,sop-soto-bakso,sop,soto-bakso
804,Bakso Aci,sop-soto-bakso,sop,soto-bakso
805,Bubur Kacang Hijau Madura,sop-soto-bakso,sop,soto-bakso
806,Sop Ubi,sop-soto-bakso,sop,soto-bakso
807,Sop Kambing,sop-soto-bakso,sop,soto-bakso
808,Sup Udang,sop-soto-bakso,sop,soto-bakso
809,Sroto Banyumas,sop-soto-bakso,sop,soto-bakso
810,Soto Bandung,sop-soto-bakso,sop,soto-bakso
811,Sup Jamur Kancing,sop-soto-bakso,sop,soto-bakso
812,Sup Tahu,sop-soto-bakso,sop,soto-bakso
813,Sup Jagung,sop-soto-bakso,sop,soto-bakso
814,Zuppa Soup,sop-soto-bakso,sop,soto-bakso
815,Pilus Cikur,kue-roti,kue,roti
816,Crepes Teflon,kue-roti,kue,roti
817,Oreo Goreng,kue-roti,kue,roti
818,Gingerbread (Kue Jahe),kue-roti,kue,roti
819,Kue Baruasa,kue-roti,kue,roti
820,Kue Janda Genit,kue-roti,kue,roti
821,Martabak Manis Mini,kue-roti,kue,roti
822,Bolu Chocolatos,kue-roti,kue,roti
823,Burger Bun,kue-roti,kue,roti
824,Brownies Chocolatos,kue-roti,kue,roti
825,Pancake Teflon,kue-roti,kue,roti
826,Bolu Susu Lembang,kue-roti,kue,roti
827,Kue Lontar Papua,kue-roti,kue,roti
828,Croffle,kue-roti,kue,roti
829,Kue Moho,kue-roti,kue,roti
830,Kue Jongkong,kue-roti,kue,roti
831,Hotteok,kue-roti,kue,roti
832,Kue Lapet,kue-roti,kue,roti
833,Peanut Butter Cookies,kue-roti,kue,roti
834,Sandwich Buah,kue-roti,kue,roti
835,Bolu Susu,kue-roti,kue,roti
836,Egg Benedict,kue-roti,kue,roti
837,Bolu Meranti Keju,kue-roti,kue,roti
838,Kue Lapis Pepe Pandan,kue-roti,kue,roti
839,Lapis India Khas Banjar,kue-roti,kue,roti
840,Nastar Gulung,kue-roti,kue,roti
841,Kue Beng Beng,kue-roti,kue,roti
842,Long Potato,kue-roti,kue,roti
843,Kacang Sembunyi,kue-roti,kue,roti
844,Pizza Mozzarella Jamur,kue-roti,kue,roti
845,Roti Ubi Korea,kue-roti,kue,roti
846,Marshmallow Cookies,kue-roti,kue,roti
847,Baguette,kue-roti,kue,roti
848,Banoffee Pie,kue-roti,kue,roti
849,Kue Dange,kue-roti,kue,roti
850,Popcorn Caramel,kue-roti,kue,roti
851,Cornflake Cookies,kue-roti,kue,roti
852,Donat Crispy,kue-roti,kue,roti
853,Takoyaki,kue-roti,kue,roti
854,Pizza Dough,kue-roti,kue,roti
855,Kue Lapis Legit,kue-roti,kue,roti
856,Meringue Cookies,kue-roti,kue,roti
857,Selai Srikaya,kue-roti,kue,roti
858,Setup Roti Tawar,kue-roti,kue,roti
859,Pizza Tuna,kue-roti,kue,roti
860,Pizza Goreng Lipat,kue-roti,kue,roti
861,Sandwich Homemade,kue-roti,kue,roti
862,Korean Garlic Bread,kue-roti,kue,roti
863,Bolu Mentega,kue-roti,kue,roti
864,Pizza Mini,kue-roti,kue,roti
865,Pizza Seafood,kue-roti,kue,roti
866,Pizza Daging Sapi,kue-roti,kue,roti
867,Bomboloni,kue-roti,kue,roti
868,Pizza Sosis Ayam,kue-roti,kue,roti
869,Kue Ogura Pandan,kue-roti,kue,roti
870,Apem Selong,kue-roti,kue,roti
871,Selai Stroberi,kue-roti,kue,roti
872,Dessert Box Coklat,kue-roti,kue,roti
873,Roti John,kue-roti,kue,roti
874,Pia Pia,kue-roti,kue,roti
875,Donat Singkong,kue-roti,kue,roti
876,Cream Cheese,kue-roti,kue,roti
877,Kue Cincin,kue-roti,kue,roti
878,Lekker Holland,kue-roti,kue,roti
879,Bagel,kue-roti,kue,roti
880,Odading / Bolang Baling / Kue Bantal,kue-roti,kue,roti
881,Stik Keju Mozarella,kue-roti,kue,roti
882,Apem Kukus Gula Merah,kue-roti,kue,roti
883,Kue Balok,kue-roti,kue,roti
884,Kue Bagea Sagu,kue-roti,kue,roti
885,Putri Mandi,kue-roti,kue,roti
886,Bolu Kukus Ubi,kue-roti,kue,roti
887,Dessert Oreo Box,kue-roti,kue,roti
888,Keju Mozarella,kue-roti,kue,roti
889,Roti Maryam,kue-roti,kue,roti
890,Rainbow Cake Kukus,kue-roti,kue,roti
891,Crepes Pisang Coklat Keju,kue-roti,kue,roti
892,Puff Pastry,kue-roti,kue,roti
893,Pretzel,kue-roti,kue,roti
894,Apple Strudel,kue-roti,kue,roti
895,Killer Soft Bread,kue-roti,kue,roti
896,Donat Ubi Ungu,kue-roti,kue,roti
897,Tokyo Banana,kue-roti,kue,roti
898,Butter Cookies,kue-roti,kue,roti
899,Pop Cake,kue-roti,kue,roti
900,Swiss Roll,kue-roti,kue,roti
901,Bolu Kismis,kue-roti,kue,roti
902,Donat Pisang,kue-roti,kue,roti
903,Cake Kurma,kue-roti,kue,roti
904,Fruit Cake,kue-roti,kue,roti
905,Bingka Pisang,kue-roti,kue,roti
906,Bingka Barandam,kue-roti,kue,roti
907,Onigiri,kue-roti,kue,roti
908,Roti Unyil,kue-roti,kue,roti
909,Kemplang,kue-roti,kue,roti
910,Kue Akar Kelapa,kue-roti,kue,roti
911,Kue Keciput,kue-roti,kue,roti
912,Ketan Serundeng,kue-roti,kue,roti
913,Kue Talam Pisang,kue-roti,kue,roti
914,Lemon Cake,kue-roti,kue,roti
915,Cheese Tart,kue-roti,kue,roti
916,Red Velvet,kue-roti,kue,roti
917,Kue Talam Labu Kuning,kue-roti,kue,roti
918,Nugget Pisang,kue-roti,kue,roti
919,Kue Semprit Jadul,kue-roti,kue,roti
920,French Toast,kue-roti,kue,roti
921,Bolu Ketan Hitam,kue-roti,kue,roti
922,Japanese Cheese Cake,kue-roti,kue,roti
923,Roti Bluder,kue-roti,kue,roti
924,Kue Kering Coklat,kue-roti,kue,roti
925,Kue Sagon,kue-roti,kue,roti
926,Kue Tambang,kue-roti,kue,roti
927,Ketan Sarikaya,kue-roti,kue,roti
928,Roti Tawar Goreng Isi Ragout,kue-roti,kue,roti
929,Lidah Kucing,kue-roti,kue,roti
930,Lempeng Pisang,kue-roti,kue,roti
931,Bolu Zebra,kue-roti,kue,roti
932,Bolu Minyak,kue-roti,kue,roti
933,Kue Bugis,kue-roti,kue,roti
934,Churros,kue-roti,kue,roti
935,Kastengel Keju,kue-roti,kue,roti
936,Bola Bola Ubi,kue-roti,kue,roti
937,Muffin Pisang,kue-roti,kue,roti
938,Ogura Cake Zebra,kue-roti,kue,roti
939,Cupcake Coklat dan Lemon,kue-roti,kue,roti
940,Dorayaki Isi Coklat,kue-roti,kue,roti
941,Kue Talam Jagung,kue-roti,kue,roti
942,Martabak Bangka Manis,kue-roti,kue,roti
943,Croissant,kue-roti,kue,roti
944,Milk Bath Cake (Tres Leches),kue-roti,kue,roti
945,Kuping Gajah,kue-roti,kue,roti
946,Sawut Singkong Gunung,kue-roti,kue,roti
947,Pisang Rai,kue-roti,kue,roti
948,Es Pisang Ijo,kue-roti,kue,roti
949,Karipap (Curry Puff),kue-roti,kue,roti
950,Strudel Keju,kue-roti,kue,roti
951,Bolu Kukus Pelangi,kue-roti,kue,roti
952,Pizza Hut Teflon,kue-roti,kue,roti
953,Bolu Gulung Coklat,kue-roti,kue,roti
954,Klepon Ubi Ungu,kue-roti,kue,roti
955,Gabin Tape,kue-roti,kue,roti
956,Cilor,kue-roti,kue,roti
957,Pie Susu,kue-roti,kue,roti
958,Singkong Thailand,kue-roti,kue,roti
959,Jalangkote,kue-roti,kue,roti
960,Panada,kue-roti,kue,roti
961,Kue Telur Gabus,kue-roti,kue,roti
962,Donat Jadul,kue-roti,kue,roti
963,Hotang (Hotdog Kentang) / Sostang (Sosis Kentang),kue-roti,kue,roti
964,Ongol Ongol,kue-roti,kue,roti
965,Lemper Ayam Bakar,kue-roti,kue,roti
966,Onde-Onde Isi Kacang Hijau,kue-roti,kue,roti
967,Misro,kue-roti,kue,roti
968,Serabi Bandung Oncom,kue-roti,kue,roti
969,Batagor Bandung,kue-roti,kue,roti
970,Apem Panggang,kue-roti,kue,roti
971,Getas,kue-roti,kue,roti
972,Getuk Lindri,kue-roti,kue,roti
973,Kue Lapis Hunkwe,kue-roti,kue,roti
974,Nagasari,kue-roti,kue,roti
975,Putu Mayang,kue-roti,kue,roti
976,Sosis Solo,kue-roti,kue,roti
977,Kue Talam Ebi,kue-roti,kue,roti
978,Wajik Ketan,kue-roti,kue,roti
979,Wingko Babat,kue-roti,kue,roti
980,Awug-Awug,kue-roti,kue,roti
981,Kue Cucur Gula Merah,kue-roti,kue,roti
982,Kue Lumpur Kentang,kue-roti,kue,roti
983,Lemet Singkong,kue-roti,kue,roti
984,Kue Ku,kue-roti,kue,roti
985,Lepet Jagung,kue-roti,kue,roti
986,Puding Zebra,kue-roti,kue,roti
987,Kue Kacang,kue-roti,kue,roti
988,Roti Tawar,kue-roti,kue,roti
989,Roti Bakar Keju Coklat,kue-roti,kue,roti
990,Cinnamon Roll,kue-roti,kue,roti
991,Kroket Kentang Isi Ayam Wortel,kue-roti,kue,roti
992,Kue Lapis Beras,kue-roti,kue,roti
993,Puding Jagung,kue-roti,kue,roti
994,Muffin Coklat,kue-roti,kue,roti
995,Cake Pisang (Banana Bread),kue-roti,kue,roti
996,Bolu Gulung Pandan Keju,kue-roti,kue,roti
997,Donat Kentang,kue-roti,kue,roti
998,Kue Kering Nastar,kue-roti,kue,roti
999,Bika Ambon,kue-roti,kue,roti
1000,Bolu Koja,kue-roti,kue,roti
1001,Cente Manis,kue-roti,kue,roti
1002,Combro,kue-roti,kue,roti
1003,Sagu Keju,kue-roti,kue,roti
1004,Kue Sus Isi Vla,kue-roti,kue,roti
1005,Kue Bolu Sarang Semut (Caramel Cake),kue-roti,kue,roti
1006,Roti Manis,kue-roti,kue,roti
1007,Chocolate Lava Cake,kue-roti,kue,roti
1008,Prol Tape,kue-roti,kue,roti
1009,Poffertjes,kue-roti,kue,roti
1010,Cheese Cake Kukus (Tanpa Oven),kue-roti,kue,roti
1011,Putu Ayu,kue-roti,kue,roti
1012,Kue Putri Salju,kue-roti,kue,roti
1013,Choco Chip Cookies (Kukis),kue-roti,kue,roti
1014,Bolu Tape,kue-roti,kue,roti
1015,Klapertart Klasik,kue-roti,kue,roti
1016,Pisang Bolen Keju,kue-roti,kue,roti
1017,Puding Brownies,kue-roti,kue,roti
1018,Pie Vla Buah Mini (Fruit Tartlet),kue-roti,kue,roti
1019,Kue Ketan Hitam Kukus,kue-roti,kue,roti
1020,Bolu Marmer,kue-roti,kue,roti
1021,Brownies Panggang Klasik,kue-roti,kue,roti
1022,Pastel Isi Ayam,kue-roti,kue,roti
1023,Roti Sobek,kue-roti,kue,roti
1024,Bitterballen,kue-roti,kue,roti
1025,Roti Goreng Isi Cokelat,kue-roti,kue,roti
1026,Black Forest,kue-roti,kue,roti
1027,Kue Bangkit,kue-roti,kue,roti
1028,Kue Talam Tepung Beras Pandan,kue-roti,kue,roti
1029,Kue Mochi,kue-roti,kue,roti
1030,Kue Gabin Ragout,kue-roti,kue,roti
1031,Roti Kasur,kue-roti,kue,roti
1032,Kue Leker,kue-roti,kue,roti
1033,Sponge Cake Lemon,kue-roti,kue,roti
1034,Kue Rangi,kue-roti,kue,roti
1035,Tiramisu,kue-roti,kue,roti
1036,Chiffon Cake Pandan,kue-roti,kue,roti
1037,Risoles Ragout Sayur,kue-roti,kue,roti
1038,Kue Khamir (Kamir),kue-roti,kue,roti
1039,Bingka Kentang,kue-roti,kue,roti
1040,Kue Lumpur Labu Kuning,kue-roti,kue,roti
1041,Roti Pisang,kue-roti,kue,roti
1042,Egg Tart Portuguese,kue-roti,kue,roti
1043,Waffle,kue-roti,kue,roti
1044,Roti Boy O (Mocha Bun),kue-roti,kue,roti
1045,Mille Crepes,kue-roti,kue,roti
1046,Brownies Kukus Lumer ala Amanda,kue-roti,kue,roti
1047,Bolu Kukus Gula Merah,kue-roti,kue,roti
1048,Kue Talam Singkong Gula Merah,kue-roti,kue,roti
1049,Bolu Kukus Pandan,kue-roti,kue,roti
1050,Bolu Kukus Pisang,kue-roti,kue,roti
1051,Pancake Pisang,kue-roti,kue,roti
1052,Roti Isi Daging,kue-roti,kue,roti
1053,Kue Lapis Surabaya (Spikoe),kue-roti,kue,roti
1054,Kue Lumpur Surga,kue-roti,kue,roti
1055,Carrot Cake,kue-roti,kue,roti
1056,Macaroon Vanilla Oreo,kue-roti,kue,roti
1057,Chocolate Mousse Cake,kue-roti,kue,roti
1058,Brudel Keju Kukus,kue-roti,kue,roti
1059,Kue Garpu,kue-roti,kue,roti
1060,Cloud Bread,kue-roti,kue,roti
1061,Almond Crispy,kue-roti,kue,roti
1062,Roti Jala Kari Daging,kue-roti,kue,roti
1063,Apple Pie,kue-roti,kue,roti
1064,Coklat Praline Kurma Kacang Mete,kue-roti,kue,roti
1065,Bolu Panggang Coklat,kue-roti,kue,roti
1066,Kue Tusuk Gigi,kue-roti,kue,roti
1067,Kue Tart Ulang Tahun,kue-roti,kue,roti
1068,Kue Cubit,kue-roti,kue,roti
1069,Sus Buah,kue-roti,kue,roti
1070,Bolu Pisang,kue-roti,kue,roti
1071,Kue Pancong Betawi,kue-roti,kue,roti
1072,Martabak Manis Cokelat Kacang,kue-roti,kue,roti
1073,Kue Nastar Keju,kue-roti,kue,roti
1074,Martabak Manis Keju Susu,kue-roti,kue,roti
1075,Getuk Pisang,kue-roti,kue,roti
1076,Pukis Keju,kue-roti,kue,roti
1077,Candil Ubi Ungu,jajanan-pasar,jajanan,pasar
1078,Lemang Tapai,jajanan-pasar,jajanan,pasar
1079,Tela Tela Singkong,jajanan-pasar,jajanan,pasar
1080,Madu Mongso,jajanan-pasar,jajanan,pasar
1081,Ubi Goreng,jajanan-pasar,jajanan,pasar
1082,Banana Roll,jajanan-pasar,jajanan,pasar
1083,Tape Ketan,jajanan-pasar,jajanan,pasar
1084,Kacang Atom (Sukro) Homemade,jajanan-pasar,jajanan,pasar
1085,Kue Talam,jajanan-pasar,jajanan,pasar
1086,Bihun Gulung,jajanan-pasar,jajanan,pasar
1087,Wedang Angsle,jajanan-pasar,jajanan,pasar
1088,Telur Gulung,jajanan-pasar,jajanan,pasar
1089,Choi Pan,jajanan-pasar,jajanan,pasar
1090,Pisang Gulung,jajanan-pasar,jajanan,pasar
1091,Lontong Medan,jajanan-pasar,jajanan,pasar
1092,Pisang Goreng Madu,jajanan-pasar,jajanan,pasar
1093,Cibay Pedas,jajanan-pasar,jajanan,pasar
1094,Timus Singkong,jajanan-pasar,jajanan,pasar
1095,Cucuru Bayao,jajanan-pasar,jajanan,pasar
1096,Pisang Goreng Pontianak,jajanan-pasar,jajanan,pasar
1097,Sekoteng,jajanan-pasar,jajanan,pasar
1098,Kue Mendut,jajanan-pasar,jajanan,pasar
1099,Rondo Royal (Tape Goreng),jajanan-pasar,jajanan,pasar
1100,Lupis,jajanan-pasar,jajanan,pasar
1101,Kacang Telur,jajanan-pasar,jajanan,pasar
1102,Kue Cubit Green Tea,jajanan-pasar,jajanan,pasar
1103,Cilok Isi Kuah,jajanan-pasar,jajanan,pasar
1104,Pisang Epe,jajanan-pasar,jajanan,pasar
1105,Rempeyek Kacang Tanah,jajanan-pasar,jajanan,pasar
1106,Es Susu Pop Ice Mambo,jajanan-pasar,jajanan,pasar
1107,Kacang Disco,jajanan-pasar,jajanan,pasar
1108,Jasuke,jajanan-pasar,jajanan,pasar
1109,Kue Sakura (Bolu),jajanan-pasar,jajanan,pasar
1110,Sala Lauak,jajanan-pasar,jajanan,pasar
1111,Biji Salak,jajanan-pasar,jajanan,pasar
1112,Semar Mendem,jajanan-pasar,jajanan,pasar
1113,Kulit Pangsit,jajanan-pasar,jajanan,pasar
1114,Gandasturi,jajanan-pasar,jajanan,pasar
1115,Martabak Mesir,jajanan-pasar,jajanan,pasar
1116,Corndog,jajanan-pasar,jajanan,pasar
1117,Biji Ketapang,jajanan-pasar,jajanan,pasar
1118,Kacang Bawang,jajanan-pasar,jajanan,pasar
1119,Kembang Goyang,jajanan-pasar,jajanan,pasar
1120,Timus Ubi,jajanan-pasar,jajanan,pasar
1121,Peyek Udang,jajanan-pasar,jajanan,pasar
1122,Lumpia Basah,jajanan-pasar,jajanan,pasar
1123,Bubur Manado,jajanan-pasar,jajanan,pasar
1124,Barongko,jajanan-pasar,jajanan,pasar
1125,Keripik Bawang,jajanan-pasar,jajanan,pasar
1126,Keripik Pisang,jajanan-pasar,jajanan,pasar
1127,Cilok,jajanan-pasar,jajanan,pasar
1128,Getuk Goreng,jajanan-pasar,jajanan,pasar
1129,Arem-Arem,jajanan-pasar,jajanan,pasar
1130,Es Gabus,jajanan-pasar,jajanan,pasar
1131,Carang Gesing,jajanan-pasar,jajanan,pasar
1132,Bubur Ketan Hitam,jajanan-pasar,jajanan,pasar
1133,Kue Mangkok,jajanan-pasar,jajanan,pasar
1134,Kue Pukis Coklat (Pancong),jajanan-pasar,jajanan,pasar
1135,Cenil,jajanan-pasar,jajanan,pasar
1136,Dadar Gulung Isi Kelapa,jajanan-pasar,jajanan,pasar
1137,Bubur Kacang Hijau,jajanan-pasar,jajanan,pasar
1138,Cheese Stick (Stik Keju),jajanan-pasar,jajanan,pasar
1139,Cireng Isi,jajanan-pasar,jajanan,pasar
1140,Bakpia Teflon Khas Yogyakarta,jajanan-pasar,jajanan,pasar
1141,Pisang Bakar Penyet,jajanan-pasar,jajanan,pasar
1142,Bubur Sumsum,jajanan-pasar,jajanan,pasar
1143,Onde-Onde Ketawa,jajanan-pasar,jajanan,pasar
1144,Bola Bola Coklat (Truffle),jajanan-pasar,jajanan,pasar
1145,Jenang Gempol,jajanan-pasar,jajanan,pasar
1146,Bubur Mutiara,jajanan-pasar,jajanan,pasar
1147,Lumpia Rebung,jajanan-pasar,jajanan,pasar
1148,Terang Bulan,jajanan-pasar,jajanan,pasar
1149,Martabak Bandung,jajanan-pasar,jajanan,pasar
1150,Samosa,jajanan-pasar,jajanan,pasar
1151,Risoles Mayo,jajanan-pasar,jajanan,pasar
1152,Misoa Goreng,jajanan-pasar,jajanan,pasar
1153,Perkedel Bondon,jajanan-pasar,jajanan,pasar
1154,Bubur Candil,jajanan-pasar,jajanan,pasar
1155,Amparan Tatak,jajanan-pasar,jajanan,pasar
1156,Ketan Durian,jajanan-pasar,jajanan,pasar
1157,Pisang Goreng Kipas,jajanan-pasar,jajanan,pasar
1158,Rujak Cuka,jajanan-pasar,jajanan,pasar
1159,Rujak Cireng,jajanan-pasar,jajanan,pasar
1160,Colenak,jajanan-pasar,jajanan,pasar
1161,Singkong Keju,jajanan-pasar,jajanan,pasar
1162,Ketan Susu,jajanan-pasar,jajanan,pasar
1163,Cakwe,jajanan-pasar,jajanan,pasar
1164,Lumpia Semarang,jajanan-pasar,jajanan,pasar
1165,Kue Putu Bambu,jajanan-pasar,jajanan,pasar
1166,Tteokbokki,jajanan-pasar,jajanan,pasar
1167,Bakpao,jajanan-pasar,jajanan,pasar
1168,Bubur Kampiun,jajanan-pasar,jajanan,pasar
1169,Lumpia Sayur Goreng,jajanan-pasar,jajanan,pasar
1170,Pisang Coklat Lumer (Piscok),jajanan-pasar,jajanan,pasar
1171,Makaroni Telur (Maklor),jajanan-pasar,jajanan,pasar
1172,Cimol,jajanan-pasar,jajanan,pasar
1173,Martabak Telur,jajanan-pasar,jajanan,pasar
1174,Gemblong Ketan Hitam,jajanan-pasar,jajanan,pasar
1175,Gemblong Ketan Putih,jajanan-pasar,jajanan,pasar
1176,Pisang Molen,jajanan-pasar,jajanan,pasar
1177,Puding Chocolatos,puding-jeli,puding,jeli
1178,Panna Cotta Strawberry,puding-jeli,puding,jeli
1179,Puding Alpukat,puding-jeli,puding,jeli
1180,Butterscotch Pudding,puding-jeli,puding,jeli
1181,Puding Mozaik,puding-jeli,puding,jeli
1182,Kembang Tahu Wedang (Tahok),puding-jeli,puding,jeli
1183,Puding Tape Ketan,puding-jeli,puding,jeli
1184,Puding Coklat Susu,puding-jeli,puding,jeli
1185,Puding Lumut,puding-jeli,puding,jeli
1186,Puding Buah Naga,puding-jeli,puding,jeli
1187,Puding Kelapa Muda,puding-jeli,puding,jeli
1188,Puding Pepaya,puding-jeli,puding,jeli
1189,Puding Ombre Ubi Ungu,puding-jeli,puding,jeli
1190,Silky Puding,puding-jeli,puding,jeli
1191,Puding Oreo,puding-jeli,puding,jeli
1192,Puding Strawberry,puding-jeli,puding,jeli
